C,gamma,max_iter,scaler,transformer,maes,times,seeds
0.032091948356306,9243.59442461228,2,SinMedian,Standard,37.731347260589295,0.2153916358947754,90125
0.0002766854409437,4.381330700270585e-07,2,BCM,Standard,35.23846094376632,0.1476635932922363,90126
2.2525985737375074e-06,0.0016599426617855241,2,Median,Standard,37.679065414020734,0.18159961700439453,90127
4.996906372013895,0.035115694271252766,2,Median,BCM,17.393880486776567,0.17491841316223145,90128
